"avatar","fullname","id","images/0","images/1","images/2","images/3","isQuote","isRetweet","likes","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","links/10","links/11","links/12","links/13","links/14","links/15","links/16","links/17","links/18","links/19","links/20","quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/images/1","quotedTweet/images/2","quotedTweet/images/3","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/links/7","quotedTweet/links/8","quotedTweet/links/9","quotedTweet/links/10","quotedTweet/links/11","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","quotes","replies","retweets","searchQuery","text","timestamp","url","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","username","verified"
"https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","Prem Kale","1346485125157064706",,,,,"false","false","0","https://twitter.com/search?q=%23ProudOfIndiaVaccine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","Masters","#ProudOfIndiaVaccine
Manish tiwari despite being from an educated family speaks like a joker of street side to please his masters in janpath. He should know that his political carrier is over along with the party he belongs to.","2021-01-05T15:54:00.000Z","https://twitter.com/PremKal89092182/status/1346485125157064706","https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath","2019-09-25T09:08:00.000Z","Jaipur, India","117","275","120","11380","https://twitter.com//PremKal89092182","Prem Kale","@PremKal89092182","false",,"@PremKal89092182","false"
"https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","Prem Kale","1324384800732454913",,,,,"false","false","0","https://twitter.com/search?q=%23IndiaWithArnab",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","Masters","#IndiaWithArnab 
Senior police officers should refuse to execute unlawful orders by political masters for their allegiance to uniform rules. A very bad precedent has been set by one cop","2020-11-05T16:15:00.000Z","https://twitter.com/PremKal89092182/status/1324384800732454913","https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath","2019-09-25T09:08:00.000Z","Jaipur, India","117","275","120","11380","https://twitter.com//PremKal89092182","Prem Kale","@PremKal89092182","false",,"@PremKal89092182","false"
"https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","Prem Kale","1321116419073867779",,,,,"false","false","0","https://twitter.com/search?q=%23ParambirLiesAgain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","Masters","#ParambirLiesAgain
Most unfortunate part of indian judiciary is that it is a stickler to rules. Signatures of bureaucracy & political masters carry weight under the procedure of law irrespective of where the truth lies. This lacuna is their shield.","2020-10-27T15:47:00.000Z","https://twitter.com/PremKal89092182/status/1321116419073867779","https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg","only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath","2019-09-25T09:08:00.000Z","Jaipur, India","117","275","120","11380","https://twitter.com//PremKal89092182","Prem Kale","@PremKal89092182","false",,"@PremKal89092182","false"
,,"1476224062816804864",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","No. 'Society' we were taught in school was ""The people, live around you is a society in common"". I don't know where you found caste in it.","2021-12-29T16:10:00.000Z","https://twitter.com/WhoAshishJoshi/status/1476224062816804864","https://pbs.twimg.com/profile_images/1675368435130277888/YAR9MdsA.jpg","आ नो भद्रा: क्रतवो यन्तु विश्वत: । #JaiUvaach","2016-09-20T10:56:00.000Z","जैपर","391","2529","43056","85886","https://twitter.com//WhoAshishJoshi","Ashish Joshi (जय) 🇮🇳","@WhoAshishJoshi","false",,,"false"
,,"1476907025284034562",,,,,"true","false","0",,,,,,,,,,,,,,,,,,,,,,"","LP Pant",,,,,"https://twitter.com/ashokgehlot51",,,,,,,,,,,,"कोरोना के बढ़ते खतरे से वाक़िफ़ राजस्थान के हैल्थ मिनिस्टर परसादीलाल मीणा चाहते हैं कि राज्य के स्कूल-कालेज फ़िलहाल बंद कर दिए जाएं…मुख्यमंत्री @ashokgehlot51 ने सभी से मांगे हैं सुझाव…","2021-12-31T10:19:00.000Z","https://twitter.com/pantlp/status/1476860565616271362","@pantlp","0","0","0","School","Sadi byah band kr do school college nhi","2021-12-31T13:24:00.000Z","https://twitter.com/MalChot/status/1476907025284034562","https://pbs.twimg.com/profile_images/1566807512564637696/59DDR7ZF.jpg","M.sc. Physics 
B.ed MATHS 

👉Follow me Follow back 🤩","2021-03-19T15:08:00.000Z","Jaipur, India","31","70","418","318","https://twitter.com//MalChot","C_M_MEENA","@MalChot","false",,,"true"
,,"1475152806004674560",,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","School","Mahatma gandhi english medium school bahut badhiya pryaas hai, isko aur aage le jaayen aaur pvt. School ka dhandha band karwayen.","2021-12-26T17:13:00.000Z","https://twitter.com/Agarwal_Sunil_/status/1475152806004674560","https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg","ye waqt bhi guzar jayega!","2014-12-29T05:54:00.000Z","Jaipur, India","44","215","7298","6121","https://twitter.com//Agarwal_Sunil_","Sunil Agarwal","@Agarwal_Sunil_","false",,,"false"
,,"1472931506808975367",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Jaipur, Rajasthan me Mahatma Gandhi english medium school hain jinme log pvt. Schools se hata kar inme admission dila rahe hain. Modi ji ko kahiye Shiksha ke liye kuch kar jayen, baaki khud b khud desh tarakki kar lega. 10 sector GT wali Road abhi b nahi bani.","2021-12-20T14:06:00.000Z","https://twitter.com/Agarwal_Sunil_/status/1472931506808975367","https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg","ye waqt bhi guzar jayega!","2014-12-29T05:54:00.000Z","Jaipur, India","44","215","7298","6121","https://twitter.com//Agarwal_Sunil_","Sunil Agarwal","@Agarwal_Sunil_","false",,,"false"
,,"1476627473982836739",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","School","Mujhe nahi chahiye#$$%^ Mujhe school hospital chahiye","2021-12-30T18:53:00.000Z","https://twitter.com/Agarwal_Sunil_/status/1476627473982836739","https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg","ye waqt bhi guzar jayega!","2014-12-29T05:54:00.000Z","Jaipur, India","44","215","7298","6121","https://twitter.com//Agarwal_Sunil_","Sunil Agarwal","@Agarwal_Sunil_","false",,,"false"
,,"1473287210359091200","https://pbs.twimg.com/media/FHIdaEyVcAMWNqR.png",,,,"true","false","0",,,,,,,,,,,,,,,,,,,,,,"","ANI","https://pbs.twimg.com/media/FHIdaEyVcAMWNqR.png",,,,,,,,,,,,,,,,"TMC MP Derek O'Brien (file pic) suspended from Rajya Sabha for the remaining part of the current Session for 'unruly behaviour' in the House

He had allegedly thrown the Rajya Sabha Rule Book towards the Chair on Dec 21 during the discussion on Election Laws (Amendment Bill) 2021","2021-12-21T12:44:00.000Z","https://twitter.com/ANI/status/1473273117011103744","@ANI","0","0","1","School","No school gives this kind of education.

Either the compulsion to please your boss or the genes...something like that.","2021-12-21T13:40:00.000Z","https://twitter.com/pdahead/status/1473287210359091200","https://pbs.twimg.com/profile_images/1721444302403010560/Fm_QejiI.jpg","-Views are personal. -Like & Repost are not endorsement.","2014-12-26T06:53:00.000Z","Jaipur,Bharat","1358","794","60858","35326","https://twitter.com//pdahead","Piyush Dixit","@pdahead","false",,,"true"
,,"1472501877560381440",,,,,"false","false","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","School","Tt se do din gayab hone per aisa hi feel ho raha h jase school se leave lene pe hota tha😅😂","2021-12-19T09:39:00.000Z","https://twitter.com/RichaCh65105223/status/1472501877560381440","https://pbs.twimg.com/profile_images/1700947814321434624/pTPuwLh8.jpg","Book lover,Fan of SAAKK 💥💛","2019-11-03T17:21:00.000Z","India","241","115","40228","28035","https://twitter.com//RichaCh65105223","Richa Chauhan","@RichaCh65105223","false",,,"false"
,,"1476971025292308481",,,,,"false","false","2","https://www.instagram.com/p/CYJ-hJfhoOD/?utm_medium=twitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","University","Just posted a photo @ Rajasthan University instagram.com/p/CYJ-hJfhoOD/…","2021-12-31T17:38:00.000Z","https://twitter.com/VinodBhudoliRU/status/1476971025292308481","https://pbs.twimg.com/profile_images/1608464213466558467/-xj-bxCh.jpg","अध्यक्ष पद हेतु :- राजस्थान विश्वविद्यालय,जयपुर।      
पूर्व छात्रसंघ अध्यक्ष-एस एन के पी राजकीय पीजी महा., नीमकाथाना राज.
सदस्य-राष्ट्रीय लोकतांत्रिक पार्टी","2019-10-26T14:41:00.000Z","Rajasthan University Jaipur","3354","459","14314","4782","https://twitter.com//VinodBhudoliRU","Vinod bhudoli RU","@VinodBhudoliRU","false",,,"false"
,,"1476860249927655427","https://pbs.twimg.com/media/FH7cjNyVQAEkGvf.jpg","https://pbs.twimg.com/media/FH7cj7HVEAUau3Z.jpg",,,"false","false","32","https://twitter.com/search?q=%23Rajasthan_University_Jaipur","https://twitter.com/UniRajOfficial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","2","University","राजस्थान विश्वविद्यालय की PhD प्रवेश परीक्षा के सफल आयोजन की शुभकामनाएं ! विभिन्न विषयों से परीक्षा देने वाले साथियों से चर्चा की !!
#Rajasthan_University_Jaipur
@UniRajOfficial","2021-12-31T10:18:00.000Z","https://twitter.com/DrSajjanSaini/status/1476860249927655427","https://pbs.twimg.com/profile_images/1692248222541176833/H_QRQRNe.jpg","राष्ट्र प्रथम | Assistant Professor | Ph.D in Commerce (FDI) | NET JRF | @ABVPJaipurPrant कार्यकारिणी सदस्य, पूर्व जिला संयोजक जयपुर,पूर्व इकाई प्रमुख","2019-12-30T08:28:00.000Z","Shri Madhopur, Sikar","6349","4242","43269","6117","https://twitter.com//DrSajjanSaini","𝗗𝗿. 𝗦𝗮𝗷𝗷𝗮𝗻 𝗞𝘂𝗺𝗮𝗿 𝗦𝗮𝗶𝗻𝗶","@DrSajjanSaini","false",,,"false"
"https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg","Sunil Agarwal","1472153364351782915",,,,,"false","false","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","School","Aapke mantriyon ke bache sarkari school me padhtey hain?","2021-12-18T10:34:00.000Z","https://twitter.com/Agarwal_Sunil_/status/1472153364351782915","https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg","ye waqt bhi guzar jayega!","2014-12-29T05:54:00.000Z","Jaipur, India","44","215","7298","6121","https://twitter.com//Agarwal_Sunil_","Sunil Agarwal","@Agarwal_Sunil_","false",,"@Agarwal_Sunil_","false"
,,"1475198279029702657",,,,,"false","false","8","https://twitter.com/search?q=%23एकेटीयू_ऑनलाइन_परीक्षा",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","0","11","University","Abdul Kalam Technical University (AKTU) being ""Technical"" university it's an irony that they are unable to conduct Online exam 

#एकेटीयू_ऑनलाइन_परीक्षा","2021-12-26T20:14:00.000Z","https://twitter.com/DharmbeerLamba/status/1475198279029702657","https://pbs.twimg.com/profile_images/1713191982229852160/mW1UqjZ2.jpg","National 𝗖𝗼𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗼𝗿 @NSUI ∙ 𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 Student's Union EAFM Dept. @RUSUofficial (2015) ∙ 𝗟𝗮𝘄 Faculty RU • #Kisan 🌾 सूरजगढ़📍","2014-09-08T02:22:00.000Z","Surajgarh, India","1631","1117","87459","61208","https://twitter.com//DharmbeerLamba","Dharmbeer Singh Lamba 🇮🇳","@DharmbeerLamba","false","nsui.in",,"false"
,,"1474718556105461763",,,,,"false","false","0","https://twitter.com/search?q=%23pg","https://twitter.com/search?q=%23admissions","https://twitter.com/search?q=%23update","https://twitter.com/search?q=%23rajasthan_university","https://twitter.com/search?q=%23jaipur","https://twitter.com/search?q=%23RLP","https://www.instagram.com/p/CX5-NyPB9Rs/?utm_medium=twitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","University","#pg #admissions #update #rajasthan_university #jaipur #RLP @ Rajasthan University instagram.com/p/CX5-NyPB9Rs/…","2021-12-25T12:27:00.000Z","https://twitter.com/VinodBhudoliRU/status/1474718556105461763","https://pbs.twimg.com/profile_images/1608464213466558467/-xj-bxCh.jpg","अध्यक्ष पद हेतु :- राजस्थान विश्वविद्यालय,जयपुर।      
पूर्व छात्रसंघ अध्यक्ष-एस एन के पी राजकीय पीजी महा., नीमकाथाना राज.
सदस्य-राष्ट्रीय लोकतांत्रिक पार्टी","2019-10-26T14:41:00.000Z","Rajasthan University Jaipur","3354","459","14314","4782","https://twitter.com//VinodBhudoliRU","Vinod bhudoli RU","@VinodBhudoliRU","false",,,"false"
,,"1474703479935430659",,,,,"false","false","2","https://twitter.com/search?q=%23christmas","https://twitter.com/search?q=%23manipaluniversity","https://twitter.com/search?q=%23muj","https://twitter.com/search?q=%23hostel","https://twitter.com/search?q=%23ManipalUniversityJaipur","https://twitter.com/search?q=%23ShyamSinghaRoy","https://twitter.com/search?q=%23christmas2021","https://twitter.com/search?q=%23christmastime",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","University","GHS Wishes All Students of Manipal University, Jaipur Merry Christmas! May Santa Fulfil All Your Good Wishes.

#christmas #manipaluniversity #muj #hostel #ManipalUniversityJaipur #ShyamSinghaRoy  #christmas2021  #christmastime","2021-12-25T11:28:00.000Z","https://twitter.com/GoodHostSpaces/status/1474703479935430659","https://pbs.twimg.com/profile_images/1509085159240646656/t6aYpkEr.jpg","In Campus Hostel living just got redefined with GHS, India's largest owner and operator of on-campus student housing.","2021-05-27T05:32:00.000Z","Mumbai","43","31","47","233","https://twitter.com//GoodHostSpaces","Good Host Spaces Pvt Ltd","@GoodHostSpaces","false","goodhostspaces.com/",,"false"
,,"1474333433102880769",,,,,"false","false","2","https://twitter.com/search?q=%23राजस्थान","https://twitter.com/search?q=%23छात्र","https://twitter.com/search?q=%23संघ","https://twitter.com/search?q=%23चुनाव","https://twitter.com/search?q=%23शिक्षा","https://twitter.com/search?q=%23निःशुल्क","https://twitter.com/search?q=%23मुख्यमंत्री","https://twitter.com/search?q=%23पुलिस","https://twitter.com/search?q=%23jaipur_police","https://twitter.com/search?q=%23Rajasthan_university",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","University","#राजस्थान विवि के #छात्र #संघ #चुनाव औऱ छात्रा #शिक्षा #निःशुल्क करवाने को लेकर छात्र नेता लोकेन्द्र सिंह रायथलिया के  नेतृत्व में #मुख्यमंत्री आवास  का घेराव  करने के प्रयास में #पुलिस और छात्र शहीद स्मारक पर आपस मे उलझे।

 #jaipur_police
#Rajasthan_university","2021-12-24T10:57:00.000Z","https://twitter.com/basnetbhagirath/status/1474333433102880769","https://pbs.twimg.com/profile_images/1665243257792757761/rDtLzCx2.jpg","A creative person writing visual stories through the camera.
Meanwhile photo + journalist @timesofindia

Tweets are personal","2009-12-31T16:24:00.000Z","Jaipur","1105","240","852","1131","https://twitter.com//basnetbhagirath","Bhagirath","@basnetbhagirath","false","timesofindia.com/",,"false"
,,"1451928062518431747",,,,,"false","false","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","phd","मैंने छः महीने पहले लिखा था विपक्ष उस agenda  पर खेल रहा है जिस में भाजपा को phd है","2021-10-23T15:06:00.000Z","https://twitter.com/satyagodara/status/1451928062518431747","https://pbs.twimg.com/profile_images/1667516736755888128/LqpyCLBc.jpg","अनपढ़ किसान|घुमंतू।एक दम देशी ।क्रिकेट फैन।पार्ट टाइम क्रिकेट राजनीति विशेषज्ञ ।मज़दूर |ज्ञानी लोग दूर रहे For promotion kindly DM","2010-03-31T13:04:00.000Z","India","16406","7878","276469","202580","https://twitter.com//satyagodara","Satya Chaudhary","@satyagodara","true","piped.video/aAJbq7MbLoA",,"true"
,,"1444625170442821637","https://pbs.twimg.com/media/FAxW74tVQAUcAdG.jpg",,,,"false","false","4","https://twitter.com/search?q=%23राजस्थान_विश्वविद्यालय","https://twitter.com/search?q=%23पीएचडी","https://twitter.com/UniRajOfficial","https://twitter.com/search?q=%23universityofrajasthan","https://twitter.com/search?q=%23PhD_2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","phd","#राजस्थान_विश्वविद्यालय से #पीएचडी करने के इच्छुक विद्यार्थियों के लिए आवदेन मांगे गए हैं। जो भी इच्छुक हों, विवि में सम्पर्क करें। @UniRajOfficial #universityofrajasthan #PhD_2021","2021-10-03T11:27:00.000Z","https://twitter.com/Ramgjat/status/1444625170442821637","https://pbs.twimg.com/profile_images/1676477604554219520/7O4VlBJ_.jpg","Editor @Siyasibharat, Freelance in Rashtradoot, Outlook & First post… piped.video/@SiyasiBharat facebook.com/SiyasiBharat?mi…","2017-02-01T17:29:00.000Z","India","6162","112","2185","20573","https://twitter.com//Ramgjat","Ram Gopal Jat","@Ramgjat","false","siyasibharat.com",,"false"
