avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,links/17,links/18,links/19,links/20,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/images/2,quotedTweet/images/3,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/links/5,quotedTweet/links/6,quotedTweet/links/7,quotedTweet/links/8,quotedTweet/links/9,quotedTweet/links/10,quotedTweet/links/11,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,Prem Kale,1346485125157064706,,,,,False,False,0,https://twitter.com/search?q=%23ProudOfIndiaVaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,Masters,proudofindiavaccine manish toward despite educated family speaks like joker street side please masters warpath know political carrier along party belongs,2021-01-05T15:54:00.000Z,https://twitter.com/PremKal89092182/status/1346485125157064706,https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,"only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath",2019-09-25T09:08:00.000Z,"Jaipur, India",117,275,120,11380,https://twitter.com//PremKal89092182,Prem Kale,@PremKal89092182,False,,@PremKal89092182,False
https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,Prem Kale,1324384800732454913,,,,,False,False,0,https://twitter.com/search?q=%23IndiaWithArnab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Masters,indiawitharnab senior police officers refuse execute unlawful orders political masters allegiance uniform rules bad precedent set one cop,2020-11-05T16:15:00.000Z,https://twitter.com/PremKal89092182/status/1324384800732454913,https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,"only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath",2019-09-25T09:08:00.000Z,"Jaipur, India",117,275,120,11380,https://twitter.com//PremKal89092182,Prem Kale,@PremKal89092182,False,,@PremKal89092182,False
https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,Prem Kale,1321116419073867779,,,,,False,False,0,https://twitter.com/search?q=%23ParambirLiesAgain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,Masters,parambirliesagain unfortunate part indian judiciary stickler rules signatures bureaucracy political masters carry weight procedure law irrespective truth lies laguna shield,2020-10-27T15:47:00.000Z,https://twitter.com/PremKal89092182/status/1321116419073867779,https://pbs.twimg.com/profile_images/1176786943775928321/wPgaTDNY.jpg,"only tweets, no twattle please.
versatile interests having large canvas of life. respect for elders n seniors always
vande matram at heart in every breath",2019-09-25T09:08:00.000Z,"Jaipur, India",117,275,120,11380,https://twitter.com//PremKal89092182,Prem Kale,@PremKal89092182,False,,@PremKal89092182,False
,,1476224062816804864,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,society taught school people live around society common dont know found caste,2021-12-29T16:10:00.000Z,https://twitter.com/WhoAshishJoshi/status/1476224062816804864,https://pbs.twimg.com/profile_images/1675368435130277888/YAR9MdsA.jpg,आ नो भद्रा: क्रतवो यन्तु विश्वत: । #JaiUvaach,2016-09-20T10:56:00.000Z,जैपर,391,2529,43056,85886,https://twitter.com//WhoAshishJoshi,Ashish Joshi (जय) 🇮🇳,@WhoAshishJoshi,False,,,False
,,1476907025284034562,,,,,True,False,0,,,,,,,,,,,,,,,,,,,,,,,LP Pant,,,,,https://twitter.com/ashokgehlot51,,,,,,,,,,,,कोरोना के बढ़ते खतरे से वाक़िफ़ राजस्थान के हैल्थ मिनिस्टर परसादीलाल मीणा चाहते हैं कि राज्य के स्कूल-कालेज फ़िलहाल बंद कर दिए जाएं…मुख्यमंत्री @ashokgehlot51 ने सभी से मांगे हैं सुझाव…,2021-12-31T10:19:00.000Z,https://twitter.com/pantlp/status/1476860565616271362,@pantlp,0,0,0,School,said blah band school college,2021-12-31T13:24:00.000Z,https://twitter.com/MalChot/status/1476907025284034562,https://pbs.twimg.com/profile_images/1566807512564637696/59DDR7ZF.jpg,"M.sc. Physics 
B.ed MATHS 

👉Follow me Follow back 🤩",2021-03-19T15:08:00.000Z,"Jaipur, India",31,70,418,318,https://twitter.com//MalChot,C_M_MEENA,@MalChot,False,,,True
,,1475152806004674560,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,School,mahatma gandhi english medium school baht badhiya prays hai iso aur age jayne aur put school chandra band karwayen,2021-12-26T17:13:00.000Z,https://twitter.com/Agarwal_Sunil_/status/1475152806004674560,https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg,ye waqt bhi guzar jayega!,2014-12-29T05:54:00.000Z,"Jaipur, India",44,215,7298,6121,https://twitter.com//Agarwal_Sunil_,Sunil Agarwal,@Agarwal_Sunil_,False,,,False
,,1472931506808975367,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,jailer rajasthan mahatma gandhi english medium school hair time log put schools hate kar ine admission dial race hair mode katie shiksa like much kar jayne back thud thud desk tarakki kar legal sector walk road ahi nazi bani,2021-12-20T14:06:00.000Z,https://twitter.com/Agarwal_Sunil_/status/1472931506808975367,https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg,ye waqt bhi guzar jayega!,2014-12-29T05:54:00.000Z,"Jaipur, India",44,215,7298,6121,https://twitter.com//Agarwal_Sunil_,Sunil Agarwal,@Agarwal_Sunil_,False,,,False
,,1476627473982836739,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,School,much nazi chalice much school hospital chalice,2021-12-30T18:53:00.000Z,https://twitter.com/Agarwal_Sunil_/status/1476627473982836739,https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg,ye waqt bhi guzar jayega!,2014-12-29T05:54:00.000Z,"Jaipur, India",44,215,7298,6121,https://twitter.com//Agarwal_Sunil_,Sunil Agarwal,@Agarwal_Sunil_,False,,,False
,,1473287210359091200,https://pbs.twimg.com/media/FHIdaEyVcAMWNqR.png,,,,True,False,0,,,,,,,,,,,,,,,,,,,,,,,ANI,https://pbs.twimg.com/media/FHIdaEyVcAMWNqR.png,,,,,,,,,,,,,,,,"TMC MP Derek O'Brien (file pic) suspended from Rajya Sabha for the remaining part of the current Session for 'unruly behaviour' in the House

He had allegedly thrown the Rajya Sabha Rule Book towards the Chair on Dec 21 during the discussion on Election Laws (Amendment Bill) 2021",2021-12-21T12:44:00.000Z,https://twitter.com/ANI/status/1473273117011103744,@ANI,0,0,1,School,school gives kind education either compulsion please boss genessomething like,2021-12-21T13:40:00.000Z,https://twitter.com/pdahead/status/1473287210359091200,https://pbs.twimg.com/profile_images/1721444302403010560/Fm_QejiI.jpg,-Views are personal. -Like & Repost are not endorsement.,2014-12-26T06:53:00.000Z,"Jaipur,Bharat",1358,794,60858,35326,https://twitter.com//pdahead,Piyush Dixit,@pdahead,False,,,True
,,1472501877560381440,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,School,din grab hone per visa feel aha case school leave line hot tha,2021-12-19T09:39:00.000Z,https://twitter.com/RichaCh65105223/status/1472501877560381440,https://pbs.twimg.com/profile_images/1700947814321434624/pTPuwLh8.jpg,"Book lover,Fan of SAAKK 💥💛",2019-11-03T17:21:00.000Z,India,241,115,40228,28035,https://twitter.com//RichaCh65105223,Richa Chauhan,@RichaCh65105223,False,,,False
,,1476971025292308481,,,,,False,False,2,https://www.instagram.com/p/CYJ-hJfhoOD/?utm_medium=twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,posted photo rajasthan university,2021-12-31T17:38:00.000Z,https://twitter.com/VinodBhudoliRU/status/1476971025292308481,https://pbs.twimg.com/profile_images/1608464213466558467/-xj-bxCh.jpg,"अध्यक्ष पद हेतु :- राजस्थान विश्वविद्यालय,जयपुर।      
पूर्व छात्रसंघ अध्यक्ष-एस एन के पी राजकीय पीजी महा., नीमकाथाना राज.
सदस्य-राष्ट्रीय लोकतांत्रिक पार्टी",2019-10-26T14:41:00.000Z,Rajasthan University Jaipur,3354,459,14314,4782,https://twitter.com//VinodBhudoliRU,Vinod bhudoli RU,@VinodBhudoliRU,False,,,False
,,1476860249927655427,https://pbs.twimg.com/media/FH7cjNyVQAEkGvf.jpg,https://pbs.twimg.com/media/FH7cj7HVEAUau3Z.jpg,,,False,False,32,https://twitter.com/search?q=%23Rajasthan_University_Jaipur,https://twitter.com/UniRajOfficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,University,pod सफल rajasthanuniversityjaipur,2021-12-31T10:18:00.000Z,https://twitter.com/DrSajjanSaini/status/1476860249927655427,https://pbs.twimg.com/profile_images/1692248222541176833/H_QRQRNe.jpg,"राष्ट्र प्रथम | Assistant Professor | Ph.D in Commerce (FDI) | NET JRF | @ABVPJaipurPrant कार्यकारिणी सदस्य, पूर्व जिला संयोजक जयपुर,पूर्व इकाई प्रमुख",2019-12-30T08:28:00.000Z,"Shri Madhopur, Sikar",6349,4242,43269,6117,https://twitter.com//DrSajjanSaini,𝗗𝗿. 𝗦𝗮𝗷𝗷𝗮𝗻 𝗞𝘂𝗺𝗮𝗿 𝗦𝗮𝗶𝗻𝗶,@DrSajjanSaini,False,,,False
https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg,Sunil Agarwal,1472153364351782915,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,School,take mantriyon bathe safari school padhtey hair,2021-12-18T10:34:00.000Z,https://twitter.com/Agarwal_Sunil_/status/1472153364351782915,https://pbs.twimg.com/profile_images/1409600392929824779/U3AY-tkC.jpg,ye waqt bhi guzar jayega!,2014-12-29T05:54:00.000Z,"Jaipur, India",44,215,7298,6121,https://twitter.com//Agarwal_Sunil_,Sunil Agarwal,@Agarwal_Sunil_,False,,@Agarwal_Sunil_,False
,,1475198279029702657,,,,,False,False,8,https://twitter.com/search?q=%23एकेटीयू_ऑनलाइन_परीक्षा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,11,University,abdul salam technical university aku technical university irony unable conduct online exam,2021-12-26T20:14:00.000Z,https://twitter.com/DharmbeerLamba/status/1475198279029702657,https://pbs.twimg.com/profile_images/1713191982229852160/mW1UqjZ2.jpg,National 𝗖𝗼𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗼𝗿 @NSUI ∙ 𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁 Student's Union EAFM Dept. @RUSUofficial (2015) ∙ 𝗟𝗮𝘄 Faculty RU • #Kisan 🌾 सूरजगढ़📍,2014-09-08T02:22:00.000Z,"Surajgarh, India",1631,1117,87459,61208,https://twitter.com//DharmbeerLamba,Dharmbeer Singh Lamba 🇮🇳,@DharmbeerLamba,False,nsui.in,,False
,,1474718556105461763,,,,,False,False,0,https://twitter.com/search?q=%23pg,https://twitter.com/search?q=%23admissions,https://twitter.com/search?q=%23update,https://twitter.com/search?q=%23rajasthan_university,https://twitter.com/search?q=%23jaipur,https://twitter.com/search?q=%23RLP,https://www.instagram.com/p/CX5-NyPB9Rs/?utm_medium=twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,pig admissions update rajasthanuniversity jailer rip rajasthan university,2021-12-25T12:27:00.000Z,https://twitter.com/VinodBhudoliRU/status/1474718556105461763,https://pbs.twimg.com/profile_images/1608464213466558467/-xj-bxCh.jpg,"अध्यक्ष पद हेतु :- राजस्थान विश्वविद्यालय,जयपुर।      
पूर्व छात्रसंघ अध्यक्ष-एस एन के पी राजकीय पीजी महा., नीमकाथाना राज.
सदस्य-राष्ट्रीय लोकतांत्रिक पार्टी",2019-10-26T14:41:00.000Z,Rajasthan University Jaipur,3354,459,14314,4782,https://twitter.com//VinodBhudoliRU,Vinod bhudoli RU,@VinodBhudoliRU,False,,,False
,,1474703479935430659,,,,,False,False,2,https://twitter.com/search?q=%23christmas,https://twitter.com/search?q=%23manipaluniversity,https://twitter.com/search?q=%23muj,https://twitter.com/search?q=%23hostel,https://twitter.com/search?q=%23ManipalUniversityJaipur,https://twitter.com/search?q=%23ShyamSinghaRoy,https://twitter.com/search?q=%23christmas2021,https://twitter.com/search?q=%23christmastime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,gas wishes students animal university jailer merry christmas may santa fulfil good wishes christmas manipaluniversity mum hostel manipaluniversityjaipur shyamsingharoy christmas2021 christmastime,2021-12-25T11:28:00.000Z,https://twitter.com/GoodHostSpaces/status/1474703479935430659,https://pbs.twimg.com/profile_images/1509085159240646656/t6aYpkEr.jpg,"In Campus Hostel living just got redefined with GHS, India's largest owner and operator of on-campus student housing.",2021-05-27T05:32:00.000Z,Mumbai,43,31,47,233,https://twitter.com//GoodHostSpaces,Good Host Spaces Pvt Ltd,@GoodHostSpaces,False,goodhostspaces.com/,,False
,,1474333433102880769,,,,,False,False,2,https://twitter.com/search?q=%23राजस्थान,https://twitter.com/search?q=%23छात्र,https://twitter.com/search?q=%23संघ,https://twitter.com/search?q=%23चुनाव,https://twitter.com/search?q=%23शिक्षा,https://twitter.com/search?q=%23निःशुल्क,https://twitter.com/search?q=%23मुख्यमंत्री,https://twitter.com/search?q=%23पुलिस,https://twitter.com/search?q=%23jaipur_police,https://twitter.com/search?q=%23Rajasthan_university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,आपस jaipurpolice rajasthanuniversity,2021-12-24T10:57:00.000Z,https://twitter.com/basnetbhagirath/status/1474333433102880769,https://pbs.twimg.com/profile_images/1665243257792757761/rDtLzCx2.jpg,"A creative person writing visual stories through the camera.
Meanwhile photo + journalist @timesofindia

Tweets are personal",2009-12-31T16:24:00.000Z,Jaipur,1105,240,852,1131,https://twitter.com//basnetbhagirath,Bhagirath,@basnetbhagirath,False,timesofindia.com/,,False
,,1451928062518431747,,,,,False,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,phd,agenda pod,2021-10-23T15:06:00.000Z,https://twitter.com/satyagodara/status/1451928062518431747,https://pbs.twimg.com/profile_images/1667516736755888128/LqpyCLBc.jpg,अनपढ़ किसान|घुमंतू।एक दम देशी ।क्रिकेट फैन।पार्ट टाइम क्रिकेट राजनीति विशेषज्ञ ।मज़दूर |ज्ञानी लोग दूर रहे For promotion kindly DM,2010-03-31T13:04:00.000Z,India,16406,7878,276469,202580,https://twitter.com//satyagodara,Satya Chaudhary,@satyagodara,True,piped.video/aAJbq7MbLoA,,True
,,1444625170442821637,https://pbs.twimg.com/media/FAxW74tVQAUcAdG.jpg,,,,False,False,4,https://twitter.com/search?q=%23राजस्थान_विश्वविद्यालय,https://twitter.com/search?q=%23पीएचडी,https://twitter.com/UniRajOfficial,https://twitter.com/search?q=%23universityofrajasthan,https://twitter.com/search?q=%23PhD_2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,phd,universityofrajasthan phd2021,2021-10-03T11:27:00.000Z,https://twitter.com/Ramgjat/status/1444625170442821637,https://pbs.twimg.com/profile_images/1676477604554219520/7O4VlBJ_.jpg,"Editor @Siyasibharat, Freelance in Rashtradoot, Outlook & First post… piped.video/@SiyasiBharat facebook.com/SiyasiBharat?mi…",2017-02-01T17:29:00.000Z,India,6162,112,2185,20573,https://twitter.com//Ramgjat,Ram Gopal Jat,@Ramgjat,False,siyasibharat.com,,False
,,1444136196842549248,https://pbs.twimg.com/media/FAqaNwSVkAky9Er.jpg,,,,False,False,25,https://twitter.com/search?q=%23MPAT,https://twitter.com/search?q=%23शोध,https://twitter.com/UniRajOfficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,phd,pod meat,2021-10-02T03:04:00.000Z,https://twitter.com/DrSajjanSaini/status/1444136196842549248,https://pbs.twimg.com/profile_images/1692248222541176833/H_QRQRNe.jpg,"राष्ट्र प्रथम | Assistant Professor | Ph.D in Commerce (FDI) | NET JRF | @ABVPJaipurPrant कार्यकारिणी सदस्य, पूर्व जिला संयोजक जयपुर,पूर्व इकाई प्रमुख",2019-12-30T08:28:00.000Z,"Shri Madhopur, Sikar",6349,4242,43269,6117,https://twitter.com//DrSajjanSaini,𝗗𝗿. 𝗦𝗮𝗷𝗷𝗮𝗻 𝗞𝘂𝗺𝗮𝗿 𝗦𝗮𝗶𝗻𝗶,@DrSajjanSaini,False,,,False
,,1470655084153294849,,,,,False,False,14,https://twitter.com/UniRajOfficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,phd,pod meat 2019 2020 2021 ugh,2021-12-14T07:21:00.000Z,https://twitter.com/DrSajjanSaini/status/1470655084153294849,https://pbs.twimg.com/profile_images/1692248222541176833/H_QRQRNe.jpg,"राष्ट्र प्रथम | Assistant Professor | Ph.D in Commerce (FDI) | NET JRF | @ABVPJaipurPrant कार्यकारिणी सदस्य, पूर्व जिला संयोजक जयपुर,पूर्व इकाई प्रमुख",2019-12-30T08:28:00.000Z,"Shri Madhopur, Sikar",6349,4242,43269,6117,https://twitter.com//DrSajjanSaini,𝗗𝗿. 𝗦𝗮𝗷𝗷𝗮𝗻 𝗞𝘂𝗺𝗮𝗿 𝗦𝗮𝗶𝗻𝗶,@DrSajjanSaini,False,,,False
