avatar,fullname,id,images/0,images/1,images/2,images/3,isQuote,isRetweet,likes,links/0,links/1,links/2,links/3,links/4,links/5,links/6,links/7,links/8,links/9,links/10,links/11,links/12,links/13,links/14,links/15,links/16,links/17,links/18,links/19,links/20,links/21,quotedTweet/avatar,quotedTweet/fullname,quotedTweet/images/0,quotedTweet/images/1,quotedTweet/images/2,quotedTweet/links/0,quotedTweet/links/1,quotedTweet/links/2,quotedTweet/links/3,quotedTweet/links/4,quotedTweet/links/5,quotedTweet/links/6,quotedTweet/links/7,quotedTweet/links/8,quotedTweet/links/9,quotedTweet/links/10,quotedTweet/text,quotedTweet/timestamp,quotedTweet/url,quotedTweet/username,quotes,replies,retweets,searchQuery,text,timestamp,url,user/avatar,user/description,user/joinDate,user/location,user/totalFollowers,user/totalFollowing,user/totalLikes,user/totalTweets,user/url,user/userFullName,user/username,user/verified,user/website,username,verified
,,1472124915092361220,https://pbs.twimg.com/media/FG4A-4gVEAQZyRb.jpg,,,,False,False,2,https://twitter.com/search?q=%23studyinUK,https://twitter.com/Navigatorsos,https://twitter.com/search?q=%23visaexpert,https://navigatorsoverseas.com/study-in-united-kingdom/,https://twitter.com/search?q=%23student,https://twitter.com/search?q=%23UK,https://twitter.com/search?q=%23visa,https://twitter.com/search?q=%23universities,https://twitter.com/search?q=%23IELTS,https://twitter.com/search?q=%23study,https://twitter.com/search?q=%23immigration,https://twitter.com/search?q=%23studyabroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,dream studying help best solution provided study abroad student needs meet visaexpert team 919809090908 student visa universities belts study immigration studyabroad,2021-12-18T08:41:00.000Z,https://twitter.com/Navigatorsos/status/1472124915092361220,https://pbs.twimg.com/profile_images/1493553190201339908/aohRzFnv.jpg,"@IeltsNavigators -Leading #Student and #StudyVisa, #BusinessVisa, #TouristVisa, #IELTSPreparation, #StudyAbroad in #India. Call- 9809090908 | 9216234209.",2013-04-11T05:30:00.000Z,"Chandigarh, India",1144,970,524,1825,https://twitter.com//Navigatorsos,Navigators Overseas Solutions Pvt.Ltd,@Navigatorsos,False,navigatorsoverseas.com,,False
,,1444699341159944200,https://pbs.twimg.com/media/FAyaYy3VIAAaZFb.jpg,,,,False,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,ith pig emergency postgraduate programme,2021-10-03T16:22:00.000Z,https://twitter.com/Vishalgargpgi/status/1444699341159944200,https://pbs.twimg.com/profile_images/1394651128810274818/kXLaWIN5.jpg,"Mch Neurosurgery SR (AIIMS, Delhi)
MS (PGIMER,Chandigarh)
MBBS (MAMC,Delhi)
vishalgargsurgery.blogspot.c…
facebook.com/vishalgar",2020-05-17T20:53:00.000Z,"New Delhi, India",137,707,13,117,https://twitter.com//Vishalgargpgi,Vishal Garg,@Vishalgargpgi,False,linkedin.com/in/vishal-garg-…,,False
,,1471486682188767237,https://pbs.twimg.com/media/FGvFU8FUcAIzZgb.jpg,,,,False,False,2,https://twitter.com/OregonState,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,University,congratulations itin getting admission oregon state university,2021-12-16T14:25:00.000Z,https://twitter.com/NewCambridge17/status/1471486682188767237,https://pbs.twimg.com/profile_images/1338794263681794055/b4MGlBHD.jpg,Best GRE/GMAT/SAT/IELTS/TOEFL/PTE Coaching in Chandigarh,2014-08-26T11:18:00.000Z,Chandigarh,518,105,60,884,https://twitter.com//NewCambridge17,NewCambridgeCollege,@NewCambridge17,False,newcambridgecollege.com,,False
,,1471319679662583809,https://pbs.twimg.com/media/FGstcz_UcAIGdxA.jpg,,,,False,False,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,neural kumar singh librarian punjab university chandigarh awarded university librarian year 2021 librarians association,2021-12-16T03:22:00.000Z,https://twitter.com/DeeptiElt/status/1471319679662583809,https://pbs.twimg.com/profile_images/1468993461764313088/niUG_Z4j.jpg,"Professor, PU",2012-03-06T16:11:00.000Z,India,323,202,735,1439,https://twitter.com//DeeptiElt,Deepti Gupta,@DeeptiElt,False,,,False
,,1464776952242339851,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,applicable kinds university graduate post graduate programs,2021-11-28T02:03:00.000Z,https://twitter.com/sandhirsharma31/status/1464776952242339851,https://pbs.twimg.com/profile_images/1270953051621228544/c6LSIvoq.jpg,"A Hunter, A Trooper and  On Looker",2017-01-13T10:27:00.000Z,India,151,226,262,474,https://twitter.com//sandhirsharma31,Sandhir Sharma,@sandhirsharma31,False,linkedin.com/in/sandhir-shar…,,False
,,1471308205443584002,https://pbs.twimg.com/media/FGsjAo_VQAQ2ohl.jpg,https://pbs.twimg.com/media/FGsjApAVkAEZDhM.jpg,,,False,False,13,https://twitter.com/shobhituniv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,University,thank alma mater blessing auspicious rudraksh plant taken roots abode continue remind pivotal role university played whom professional career,2021-12-16T02:36:00.000Z,https://twitter.com/ruchitgarg/status/1471308205443584002,https://pbs.twimg.com/profile_images/1723009451987480576/1Gfx-HKK.jpg,"Leave No Farmer Behind #HFN - Founder CEO @harvestingfn, @hfoundationin , Chairman @ShobhitUniv Alumni Network, ex- @Microsoft, President Awardee",2008-12-01T19:51:00.000Z,"San Francisco, Chandigarh",12830,458,36788,43852,https://twitter.com//ruchitgarg,Ruchit G Garg,@ruchitgarg,True,linkedin.com/in/ruchit,,True
,,1431961563338928135,,,,,False,False,4,https://twitter.com/search?q=%23DEVCommunity,https://twitter.com/search?q=%23Python,https://twitter.com/search?q=%23DataScience,https://twitter.com/search?q=%23javascript,https://twitter.com/search?q=%23100DaysOfCode,https://twitter.com/search?q=%23Windows11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,Post Graduate,hey everyone name arif chaudhary language python tools editor code postgraduate web developer couid fully vaccinated windows laptop dell devcommunity python datascience javascript 100daysofcode windows,2021-08-29T12:46:00.000Z,https://twitter.com/_ArifChaudhary/status/1431961563338928135,https://pbs.twimg.com/profile_images/1551615861684727810/dgUYp916.jpg,Live And Let Live.,2016-08-20T22:43:00.000Z,📍X,167,214,47532,2188,https://twitter.com//_ArifChaudhary,Arif Chaudhary,@_ArifChaudhary,False,ecoderpoints.com,,False
,,1426119299228258316,,,,,False,False,0,https://twitter.com/narendramodi,https://twitter.com/search?q=%23YuvaSankalpYatra,https://twitter.com/BJYM,https://twitter.com/Tejasvi_Surya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,damn program govt focused youth jammy kashmir graduate post graduate threeyears diploma engineers yuvasankalpyatra,2021-08-13T09:51:00.000Z,https://twitter.com/iJaswal4India/status/1426119299228258316,https://pbs.twimg.com/profile_images/1694348745041932288/PEILXWnC.jpg,Proud to be || Nationalist || Ram Bhakt || Himachali || BJPian || Rajput || Farmer || Sagittarius ||,2010-06-13T07:30:00.000Z,"Chandigarh, India",907,243,85473,93847,https://twitter.com//iJaswal4India,Rajesh Jaswal,@iJaswal4India,False,facebook.com/ijaswal4india/,,False
,,1331169046859923456,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,must post graduate degrees undergraduate please check,2020-11-24T09:33:00.000Z,https://twitter.com/bushraahuja/status/1331169046859923456,https://pbs.twimg.com/profile_images/1726637620904742912/Dy6hAcIL.jpg,"An Indian to the Core; Teacher,Teacher Educator Educational Administrator",2010-02-05T06:25:00.000Z,"Himachal Pradesh, India",510,72,22348,36217,https://twitter.com//bushraahuja,bushra ahuja,@bushraahuja,False,,,False
https://pbs.twimg.com/profile_images/1338794263681794055/b4MGlBHD.jpg,NewCambridgeCollege,1466772396711419910,https://pbs.twimg.com/media/FFsFtfkUcAAJYw2.jpg,,,,False,False,1,https://twitter.com/Fresno_State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,University,congratulations ashandeep getting admission fresno state university california,2021-12-03T14:12:00.000Z,https://twitter.com/NewCambridge17/status/1466772396711419910,https://pbs.twimg.com/profile_images/1338794263681794055/b4MGlBHD.jpg,Best GRE/GMAT/SAT/IELTS/TOEFL/PTE Coaching in Chandigarh,2014-08-26T11:18:00.000Z,Chandigarh,518,105,60,884,https://twitter.com//NewCambridge17,NewCambridgeCollege,@NewCambridge17,False,newcambridgecollege.com,@NewCambridge17,False
https://pbs.twimg.com/profile_images/1338794263681794055/b4MGlBHD.jpg,NewCambridgeCollege,1466408459709005827,https://pbs.twimg.com/media/FFm6te1UYAQoAOH.jpg,,,,False,False,3,https://twitter.com/search?q=%23Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,University,congratulations madam toward getting mount saint vincent university canada,2021-12-02T14:06:00.000Z,https://twitter.com/NewCambridge17/status/1466408459709005827,https://pbs.twimg.com/profile_images/1338794263681794055/b4MGlBHD.jpg,Best GRE/GMAT/SAT/IELTS/TOEFL/PTE Coaching in Chandigarh,2014-08-26T11:18:00.000Z,Chandigarh,518,105,60,884,https://twitter.com//NewCambridge17,NewCambridgeCollege,@NewCambridge17,False,newcambridgecollege.com,@NewCambridge17,False
,,1415701543622381570,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,kindly suggest captain give lost seats kisae leaders about percent give unemployment allowance graduates post graduates give posts kiss killed andolananounce sending youth canada,2021-07-15T15:55:00.000Z,https://twitter.com/AshokKu47834370/status/1415701543622381570,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2020-06-16T07:31:00.000Z,,4,28,1332,397,https://twitter.com//AshokKu47834370,Ashok Kumar,@AshokKu47834370,False,,,False
https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,Ashok Kumar,1292332190789861377,,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,kindly demand 30000for post graduate20000 graduates15000 matricultes12000 per month labour farmers one year,2020-08-09T05:29:00.000Z,https://twitter.com/AshokKu47834370/status/1292332190789861377,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2020-06-16T07:31:00.000Z,,4,28,1332,397,https://twitter.com//AshokKu47834370,Ashok Kumar,@AshokKu47834370,False,,@AshokKu47834370,False
https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,Ashok Kumar,1290866891892776961,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,kindly demand 30000per month post graduates20000for graduates15000for matricultes10000 farmers labourers one yearstop everything elsedont think logics,2020-08-05T04:27:00.000Z,https://twitter.com/AshokKu47834370/status/1290866891892776961,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2020-06-16T07:31:00.000Z,,4,28,1332,397,https://twitter.com//AshokKu47834370,Ashok Kumar,@AshokKu47834370,False,,@AshokKu47834370,False
https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,Ashok Kumar,1290500180291117057,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,along vividcong demand30000for post graduates20000 graduates15000 per month matrculates10000 family one years giving600 dolarscanada 100000this issue centalshould lost vivid,2020-08-04T04:09:00.000Z,https://twitter.com/AshokKu47834370/status/1290500180291117057,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2020-06-16T07:31:00.000Z,,4,28,1332,397,https://twitter.com//AshokKu47834370,Ashok Kumar,@AshokKu47834370,False,,@AshokKu47834370,False
https://pbs.twimg.com/abs.twimg.com/sticky/default_profile_images/default_profile.png,Ashok Kumar,1285541476030529537,,,,,False,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,kindly post live videos frequentlyattackinglyangrily aggressively repeatedly highlighting unemploymentmehangailesser ban chinese productsdemand30000pm urban assured employment post graduates20000for graduates 15000 matriculatesrepeat daily,2020-07-21T11:45:00.000Z,https://twitter.com/AshokKu47834370/status/1285541476030529537,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2020-06-16T07:31:00.000Z,,4,28,1332,397,https://twitter.com//AshokKu47834370,Ashok Kumar,@AshokKu47834370,False,,@AshokKu47834370,False
,,1406073110021869572,https://pbs.twimg.com/media/E4NgCaOVcAAlFNX.jpg,,,,False,False,6,https://twitter.com/search?q=%23chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,Post Graduate,milk singh passed away due postcovid complications post graduate institute medical education research primer hospital friday 18062021 chandigarh,2021-06-19T02:15:00.000Z,https://twitter.com/chandigarhjosh/status/1406073110021869572,https://pbs.twimg.com/profile_images/1388894156966166534/B0JMk-L-.jpg,"Immature Connoisseur, Writer, Thinker, Speaker and Avid learner. Retweets≠Endorsements.Proud of @pmoindia Dreamer of @guardian #chandigarh",2019-01-25T06:59:00.000Z,"Chandigarh, India",4424,268,1414,3351,https://twitter.com//chandigarhjosh,Chandigarh JOSH 👨🏻‍💼,@chandigarhjosh,False,chandigarhjosh.blogspot.com,,False
,,1475193255553744896,https://pbs.twimg.com/media/FHjwcCCVIAAQuNI.jpg,,,,False,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,phd,kadam sey ignore barney may pod err rakhi hey undone,2021-12-26T19:54:00.000Z,https://twitter.com/REESHUPRABHAK10/status/1475193255553744896,https://pbs.twimg.com/profile_images/1307628922356420609/4gn-8ZIl.jpg,"“जिनमें अकेले चलने का होंसला होता हैं, 
   उनके पीछे एक दिन काफिला होता हैं।”

    🙏🏻🚩",2018-08-26T16:26:00.000Z,HELL,928,740,129775,110728,https://twitter.com//REESHUPRABHAK10,REESHU PRABHAKAR,@REESHUPRABHAK10,False,,,False
,,1452634106706096133,https://pbs.twimg.com/media/FCjLAwWVIAAcYGA.jpg,,,,False,False,0,https://twitter.com/search?q=%23phd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,phd,pod,2021-10-25T13:52:00.000Z,https://twitter.com/iAm_D_ForDeepak/status/1452634106706096133,https://pbs.twimg.com/profile_images/1554348639220248576/Nq3sFULi.jpg,Phd in CSE,2011-04-11T14:54:00.000Z,bathinda,82,560,866,1819,https://twitter.com//iAm_D_ForDeepak,Dr. Deepak Garg,@iAm_D_ForDeepak,False,facebook.com/deepak992?ref=t…,,False
,,1463858131067289602,,,,,False,False,0,https://twitter.com/nawabmalikncp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,phd,whole family tree microscope pod project,2021-11-25T13:12:00.000Z,https://twitter.com/SurinderMalik5/status/1463858131067289602,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,2016-05-16T14:05:00.000Z,"Chandigarh, India",58,908,9265,5001,https://twitter.com//SurinderMalik5,Surinder Malik,@SurinderMalik5,False,,,False
,,1420896271783534597,,,,,False,False,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,Post Graduate,endorse reservations highly professional courses particularly post graduate doctorate levelalternates uplifting classes exploitedlet compromise professional standards health india fast emerging health tourism hub,2021-07-29T23:57:00.000Z,https://twitter.com/scchabba/status/1420896271783534597,https://pbs.twimg.com/profile_images/1075418501295161349/ul1I-mlg.jpg,Retired as Er-in-Chief/Civil from Punjab State Electricity Board and was with CBI for 5 years. Have been crusading against corruption.My Guru is OM SWAMI,2010-12-07T04:14:00.000Z,Panchkula Haryana,221,184,17066,9155,https://twitter.com//scchabba,Subhash Chabba OM,@scchabba,False,chabbajyotishcenre.com,,False
,,1450839025850322944,https://pbs.twimg.com/media/FCJqZ2bVcAsCvBt.jpg,,,,False,False,0,https://twitter.com/yogrishiramdev,https://twitter.com/pluralsbharat,https://twitter.com/Alkasingh_gaya,https://twitter.com/AmitAlo72993519,https://twitter.com/mukesh_phd,https://twitter.com/VnsDeepakpatel,https://twitter.com/ashasin96498791,https://twitter.com/AMANKUM42953532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,phd,tweet,2021-10-20T14:59:00.000Z,https://twitter.com/Durgesh41864870/status/1450839025850322944,https://pbs.twimg.com/profile_images/1544281858128547840/AkGoioAu.jpg,"Deputy Secretary 

(Logistics), Saran Division The Plurals पार्टी ( पता नहीं अब पार्टी मे है या नहीं )

समाजिक कार्यकर्ता 

cont:-  7087399639",2020-08-19T18:20:00.000Z,"Gopalganj, India",116,102,1406,2803,https://twitter.com//Durgesh41864870,Er. Durgesh Kumar,@Durgesh41864870,False,,,False
,,1453639900100661248,,,,,False,False,2,https://twitter.com/pluralsbharat,https://twitter.com/AMANKUM42953532,https://twitter.com/jitanrmanjhi,https://twitter.com/laluprasadrjd,https://twitter.com/yadavtejashwi,https://twitter.com/iChiragPaswan,https://twitter.com/VnsDeepakpatel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,phd,pod,2021-10-28T08:28:00.000Z,https://twitter.com/Durgesh41864870/status/1453639900100661248,https://pbs.twimg.com/profile_images/1544281858128547840/AkGoioAu.jpg,"Deputy Secretary 

(Logistics), Saran Division The Plurals पार्टी ( पता नहीं अब पार्टी मे है या नहीं )

समाजिक कार्यकर्ता 

cont:-  7087399639",2020-08-19T18:20:00.000Z,"Gopalganj, India",116,102,1406,2803,https://twitter.com//Durgesh41864870,Er. Durgesh Kumar,@Durgesh41864870,False,,,False
